app_name,permissions
amqo.pomodomore.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.WRITE_CALENDAR', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.READ_CALENDAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
amqo.tasktimercalendar.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_LOGS', 'android.permission.WRITE_SETTINGS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.WRITE_SECURE_SETTINGS']"
amsyst.SmartTracker.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
an.EstonianRadio.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
an.le.mobility.BalloonSaver.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
an.SlovakianRadio.apk,"['android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'analogclockwidget.mikuapp.mikulabo.permission.C2D_MESSAGE', 'android.permission.WRITE_SETTINGS', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET']"
analogclockwidget.mikuapp.mikulabo.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.DISABLE_KEYGUARD', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.WRITE_CONTACTS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.READ_SMS']"
and.blocker.fakecall.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.REORDER_TASKS', 'and.dev.cell.permission.MAPS_RECEIVE', 'android.permission.BLUETOOTH', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.EXPAND_STATUS_BAR', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.DISABLE_KEYGUARD', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.WRITE_SMS', 'android.permission.READ_SMS', 'android.permission.SET_PREFERRED_APPLICATIONS', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.GET_TASKS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.SEND_SMS', 'android.permission.SET_PROCESS_LIMIT', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.CALL_PHONE', 'android.permission.WRITE_CONTACTS', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.RECEIVE_SMS', 'android.permission.SET_ALWAYS_FINISH', 'android.permission.PERSISTENT_ACTIVITY', 'and.dev.cell.permission.C2D_MESSAGE']"
and.dev.cell.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.REORDER_TASKS', 'android.permission.BLUETOOTH', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'android.permission.RECORD_AUDIO', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.DISABLE_KEYGUARD', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_LOGS', 'android.permission.WRITE_SMS', 'android.permission.READ_SMS', 'android.permission.SET_PREFERRED_APPLICATIONS', 'android.permission.PROCESS_OUTGOING_CALLS', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.BLUETOOTH_ADMIN', 'android.permission.GET_TASKS', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.SEND_SMS', 'android.permission.SET_PROCESS_LIMIT', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.CALL_PHONE', 'android.permission.WRITE_CONTACTS', 'android.permission.MODIFY_PHONE_STATE', 'android.permission.RECEIVE_SMS', 'android.permission.PERSISTENT_ACTIVITY', 'and.dev.cellsafe.permission.C2D_MESSAGE', 'android.permission.SET_ALWAYS_FINISH']"
and.dev.cellsafe.apk,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
and.dig.pub.AOUSRFTDLUWCQGMDQQ.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.launcher.permission.READ_SETTINGS', 'android.permission.PROCESS_OUTGOING_CALLS', 'android.permission.CALL_PHONE', 'android.permission.READ_PHONE_STATE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'and.mil.trav.pndlton.permission.C2D_MESSAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET']"
and.kub.accelmaxxel.apk,"['and.netgps.permission.MAPS_RECEIVE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.SEND_SMS', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_TASKS', 'android.permission.RECEIVE_SMS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.INTERNET', 'com.google.android.providers.gsf.permission.READ_GSERVICES']"
and.mil.trav.pndlton.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CALL_PHONE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'and.pro.permission.C2D_MESSAGE', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
and.netgps.apk,"['android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
and.pro.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
andiisfh.earthsavior.codelabs.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
andr.AthensTransportation.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SET_WALLPAPER', 'com.android.launcher.permission.INSTALL_SHORTCUT', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET']"
andrei.brusentov.fluentlang.free.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androdev.rb.casual.safarisounds.apk,"['android.permission.FLASHLIGHT', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.android.vending.BILLING']"
Android.JokeProject.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androidDeveloperJoe.medicineTimer.apk,"['android.permission.FLASHLIGHT', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CAMERA', 'android.permission.INTERNET']"
androiddeveloperjoe.pickacolornightlightfree.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androiddeveloperjoe.whitehouseflashlight.apk,"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androidesko.android.carsounds.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androidesko.android.hiddenobjects.apk,"['android.permission.DEVICE_POWER', 'android.permission.WAKE_LOCK']"
androidesko.android.whistlefordog.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WAKE_LOCK', 'android.permission.DISABLE_KEYGUARD', 'androidpixt.deland.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
androidexperts.apps.FlashyTunes.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK']"
androidpixt.deland.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK']"
andromeda.galaxy.latin.radio.stations.online.de.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK']"
andromeda.galaxy.muzicapopulara.online.romania.de.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK']"
andromeda.galaxy.radio8090.raggae.radio.de.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_SMS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.WRITE_SMS', 'android.permission.SEND_SMS', 'android.permission.INTERNET', 'android.permission.READ_SMS']"
andromeda.galaxy.rnb.hiphop.online.radio.de.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.CALL_PHONE', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.c2dm.intent.RECEIVE', 'com.google.android.c2dm.SEND', 'anhdn.beme.tienlenmiennam.permission.C2D_MESSAGE', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.READ_INTERNAL_STORAGE', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.android.vending.BILLING', 'android.permission.WRITE_INTERNAL_STORAGE']"
AndWer.AndLife.com.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.INTERNET', 'com.android.vending.BILLING']"
anhdn.beme.tienlenmiennam.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_COARSE_LOCATION', 'com.android_helper.pushclient.app.permission.C2D_MESSAGE', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
another.music.player.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
ant.castarnet.ktu.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'com.android.vending.BILLING']"
anti.gai.apk,"['android.permission.USE_CREDENTIALS', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.vending.CHECK_LICENSE', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.VIBRATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_CALENDAR', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.MANAGE_ACCOUNTS', 'android.permission.GET_ACCOUNTS', 'android.permission.INTERNET']"
anura.clouddodgebird.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.WAKE_LOCK', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.INTERNET']"
ao.mediarumo.rumo.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.WAKE_LOCK', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.INTERNET']"
aoki.taka.slideshowEX.apk,"['android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.android.browser.permission.WRITE_HISTORY_BOOKMARKS', 'android.permission.WAKE_LOCK', 'com.android.browser.permission.READ_HISTORY_BOOKMARKS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.INTERNET']"
apk.boook.read.AOUUKFICEJXYWNSTE.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.WAKE_LOCK']"
apk.boook.read.AOUWBCAXPNLPALTS.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.WAKE_LOCK']"
apk.boook.read.AOUWBCWZDIFALBZOL.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.CHANGE_CONFIGURATION', 'android.permission.WAKE_LOCK']"
apkS.Arhiv.Sherloka.AOUANDWPTSLCPBLT.apk,"['android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.VIBRATE', 'android.permission.WAKE_LOCK']"
apkS.book.Sherlok.AOUADEOAWXZBEERCU.apk,"['android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
apkS.RU.Skazki.AOUCHEVOZYFBNNODG.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'app.bizzon.hocluat.permission.C2D_MESSAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.GET_TASKS', 'android.permission.GET_ACCOUNTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']"
aplicacion.pocketschool.apk,"['com.android.vending.CHECK_LICENSE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'app.builders.grassmoor.permission.MAPS_RECEIVE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE', 'com.google.android.c2dm.permission.RECEIVE', 'app.builders.grassmoor.permission.C2D_MESSAGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.CAMERA', 'android.permission.INTERNET', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.RECORD_AUDIO']"
app.bigfoot.nekasanz.apk,"['android.permission.VIBRATE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.CALL_PHONE', 'android.permission.SHOW_WHEN_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.DISABLE_KEYGUARD', 'android.permission.GET_TASKS', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CALL_PRIVILEGED', 'android.permission.INTERNET']"
app.bizzon.hocluat.apk,"['android.permission.READ_EXTERNAL_STORAGE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.CALL_PHONE', 'android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.WRITE_CONTACTS', 'android.permission.READ_CONTACTS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.WRITE_SETTINGS', 'app.cunha.virtues.permission.C2D_MESSAGE', 'android.permission.INTERNET']"
app.builders.grassmoor.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.WAKE_LOCK']"
